date,lineitem,quantity,price,discounts,nettotal,purchasenumber,dayssincelastpurch,quantity364,price364,discounts364,netTotal364,quantity28,price28,discounts28,netTotal28,quantity7,price7,discounts7,netTotal7,engagement,posts
29/6/2018,Lamb Chops,32,8,1,228,2.956521739,69718.78261,27,8,2,185,27,10,1,251,16,8,0,132,0,0
29/6/2018,Naan,27,2,0,109,1.619047619,71577.28571,26,2,0,64,25,2,0,55,25,2,0,72,0,0
29/6/2018,Rice,17,2,0,47,2.294117647,70652.88235,15,2,0,30,27,2,0,58,27,2,0,86,0,0
29/6/2018,Salmon and Wheat Bran Salad,113,15,0,1644,7.465346535,53583.9901,98,19,5,1373,176,17,1,2839,113,13,1,1405,0,0
29/6/2018,Yogurt,36,3,0,154,8.444444444,58457.88889,46,3,0,193,78,3,0,330,40,3,1,175,0,0
30/6/2018,Aubergine and Chickpea Vindaloo,11,4,0,38,1.875,87518.875,39,4,0,136,15,4,0,52,14,4,0,49,0,0
30/6/2018,Beef and Apple Burgers,35,14,1,460,3.628571429,68617.91429,36,18,2,567,35,11,1,376,49,16,0,645,0,0
30/6/2018,Beef and Broccoli,23,10,1,203,3.35,85040.7,34,15,2,447,22,9,0,218,31,9,0,286,0,0
30/6/2018,Beef and Broccoli Stir Fry,16,10,0,161,15.9375,75059.0625,10,10,0,98,7,10,0,72,13,10,0,131,0,0
30/6/2018,Beef and Squash Kabob,34,8,1,302,3.151515152,60709.51515,56,7,0,471,47,8,0,440,41,8,0,369,0,0
30/6/2018,Chicken and Onion Kabob,44,10,0,491,2.769230769,74398.58974,43,10,1,458,44,10,0,492,53,10,0,572,0,0
30/6/2018,Chutney,22,2,0,57,3.136363636,77329.90909,34,2,0,126,23,2,0,74,22,2,0,78,0,0
30/6/2018,Coconut and Beef Vindaloo,11,4,0,44,1.1,90061,19,4,0,65,19,4,0,76,8,4,0,32,0,0
30/6/2018,Fountain Drink,46,2,0,92,1.939393939,75837.66667,96,2,0,184,43,2,0,86,33,2,0,64,0,0
30/6/2018,Lamb and Veggie Kabob,12,8,0,117,4.090909091,45563.27273,14,8,0,122,15,8,0,140,24,8,0,219,0,0
30/6/2018,Lamb Chops,17,8,0,133,8.0625,37667.4375,27,12,2,281,20,11,0,226,16,10,0,149,0,0
30/6/2018,Naan,29,2,0,95,2.961538462,61671.30769,26,2,0,83,20,2,0,55,22,2,0,94,0,0
30/6/2018,Rice,24,2,0,67,3,65333,35,2,0,137,23,2,0,74,14,2,0,54,0,0
30/6/2018,Salmon and Wheat Bran Salad,102,15,0,1567,2.911764706,65797.60784,137,17,1,2237,97,14,0,1314,113,13,0,1463,0,0
30/6/2018,Yogurt,42,3,0,202,1.56097561,68439.70732,64,3,0,285,41,3,0,150,52,3,0,236,0,0
1/7/2018,Salmon and Wheat Bran Salad,1,20,0,20,2,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/7/2018,Aubergine and Chickpea Vindaloo,12,4,0,42,2.375,50136,12,4,0,42,7,4,0,24,5,4,0,18,0,0
2/7/2018,Beef and Apple Burgers,29,16,1,427,3.103448276,55338.48276,32,13,1,380,24,9,1,184,23,8,1,156,0,0
2/7/2018,Beef and Broccoli,11,22,0,246,1.727272727,54708.18182,22,7,0,162,13,11,1,137,13,7,0,94,0,0
2/7/2018,Beef and Broccoli Stir Fry,14,10,1,134,1.769230769,61728.84615,15,10,0,142,11,10,0,112,12,10,0,124,0,0
2/7/2018,Beef and Squash Kabob,23,8,0,212,2.428571429,66792.52381,62,7,1,508,31,8,0,291,25,8,0,234,0,0
2/7/2018,Chicken and Onion Kabob,44,10,1,466,2.435897436,61628.5641,60,10,1,634,40,10,0,446,27,10,0,304,0,0
2/7/2018,Chutney,10,2,0,26,2.8,40337.1,13,2,0,38,12,2,0,30,13,2,0,29,0,0
2/7/2018,Coconut and Beef Vindaloo,3,4,0,12,2.666666667,66711,7,4,0,24,10,4,0,40,14,4,0,56,0,0
2/7/2018,Fountain Drink,45,2,0,90,3.074074074,44679.07407,52,2,0,100,36,2,0,68,44,2,0,85,0,0
2/7/2018,Lamb and Veggie Kabob,6,8,1,44,2.5,66779.66667,15,8,2,112,4,8,0,37,5,8,0,44,0,0
2/7/2018,Lamb Chops,15,7,0,112,3.133333333,46836.86667,15,9,1,114,12,10,3,86,19,7,0,134,0,0
2/7/2018,Naan,16,2,0,46,2.875,56325.8125,24,2,0,66,21,2,0,45,12,2,0,24,0,0
2/7/2018,Rice,17,2,0,46,2.117647059,53237.82353,13,2,0,41,12,2,0,23,12,2,0,25,0,0
2/7/2018,Salmon and Wheat Bran Salad,66,13,0,832,2.65625,47035.59375,99,13,1,1259,70,15,1,988,73,11,1,744,0,0
2/7/2018,Yogurt,28,3,0,117,2.185185185,51954.22222,33,3,0,119,24,3,0,87,28,3,0,117,0,0
3/7/2018,Aubergine and Chickpea Vindaloo,12,4,0,42,5.75,50034.375,16,4,0,56,6,4,0,21,8,4,0,28,10,4
3/7/2018,Beef and Apple Burgers,27,15,2,336,3.592592593,44539.74074,23,26,1,572,15,12,1,171,22,9,1,187,10,4
3/7/2018,Beef and Broccoli,22,12,0,259,2.045454545,68309.72727,17,12,0,201,10,8,0,82,7,7,0,46,10,4
3/7/2018,Beef and Broccoli Stir Fry,12,10,1,114,3.181818182,36510.27273,10,10,0,100,6,10,0,62,11,10,0,113,10,4
3/7/2018,Beef and Squash Kabob,34,8,0,314,1.470588235,91184.23529,68,7,0,573,18,8,1,163,24,8,0,226,10,4
3/7/2018,Chicken and Onion Kabob,61,10,0,680,3.553571429,60776.41071,83,10,0,904,43,10,1,461,48,10,0,536,10,4
3/7/2018,Chutney,17,2,0,66,2.375,68810.875,18,2,0,49,6,2,0,14,13,2,0,26,10,4
3/7/2018,Coconut and Beef Vindaloo,14,4,3,32,1.25,87502.75,20,4,0,70,4,4,1,12,6,4,0,24,10,4
3/7/2018,Fountain Drink,49,2,0,89,4.310344828,65589.72414,34,2,0,68,29,2,0,58,31,2,0,61,10,4
3/7/2018,Lamb and Veggie Kabob,7,8,0,71,2.333333333,50088.16667,4,8,3,29,9,8,2,68,13,8,1,110,10,4
3/7/2018,Lamb Chops,14,10,0,147,3.714285714,35827.64286,12,37,0,447,12,8,0,97,12,6,0,70,10,4
3/7/2018,Naan,27,2,0,75,3.230769231,57850.34615,23,2,0,98,10,2,0,36,18,2,0,36,10,4
3/7/2018,Rice,14,2,0,38,2,71475.5,20,2,0,82,12,2,0,54,13,2,0,26,10,4
3/7/2018,Salmon and Wheat Bran Salad,80,15,1,1059,4.786666667,54702.48,73,23,0,1664,50,14,0,723,82,12,0,953,10,4
3/7/2018,Yogurt,39,3,0,154,2.631578947,52707.02632,41,3,0,187,25,3,0,119,23,3,0,83,10,4
4/7/2018,Aubergine and Chickpea Vindaloo,20,4,0,70,1.636363636,63768,12,4,0,42,11,4,0,38,12,2,0,28,28,1
4/7/2018,Beef and Apple Burgers,41,16,2,593,1.926829268,51345.60976,35,9,1,300,40,10,1,350,32,14,1,422,28,1
4/7/2018,Beef and Broccoli,30,23,6,448,15.28571429,47763.7619,10,8,0,83,23,9,0,217,25,10,0,261,28,1
4/7/2018,Beef and Broccoli Stir Fry,21,10,1,198,15.3,45108.6,11,10,0,110,15,10,2,131,7,10,0,71,28,1
4/7/2018,Beef and Squash Kabob,55,8,0,508,2.603773585,52967.33962,49,7,0,417,21,8,0,195,20,8,0,187,28,1
4/7/2018,Chicken and Onion Kabob,49,9,0,519,4.285714286,57220.77551,38,10,1,411,50,10,0,556,41,10,1,413,28,1
4/7/2018,Chutney,27,2,0,138,1.913043478,52268.47826,9,2,1,21,19,2,0,64,12,2,0,44,28,1
4/7/2018,Coconut and Beef Vindaloo,11,4,0,44,2.125,37680.25,9,4,0,30,6,4,3,16,14,3,0,40,28,1
4/7/2018,Fountain Drink,35,2,0,66,13.60869565,52282.08696,29,2,0,58,53,2,0,99,42,2,0,82,28,1
4/7/2018,Lamb and Veggie Kabob,9,8,0,83,1.777777778,66736.33333,14,8,1,120,11,8,1,95,11,8,0,103,28,1
4/7/2018,Lamb Chops,24,22,0,427,3.3125,62570.1875,15,12,0,174,13,7,1,83,13,9,0,111,28,1
4/7/2018,Naan,17,2,0,62,1.714285714,57226.21429,18,2,0,46,22,2,0,66,21,2,0,68,28,1
4/7/2018,Rice,23,2,0,86,1.545454545,63733.72727,11,2,0,28,16,2,0,38,14,2,0,44,28,1
4/7/2018,Salmon and Wheat Bran Salad,104,23,2,2115,2.164556962,58302.27848,74,15,1,1000,92,13,0,1164,94,13,0,1232,28,1
4/7/2018,Yogurt,44,3,0,219,2.189189189,62219.45946,21,3,0,92,36,3,0,126,29,3,0,137,28,1
5/7/2018,Aubergine and Chickpea Vindaloo,10,4,0,35,4.5,37713.875,9,4,0,32,6,4,0,21,11,4,0,38,0,0
5/7/2018,Beef and Apple Burgers,47,10,2,370,3.85106383,51191.25532,34,11,1,349,30,8,1,205,29,10,2,257,0,0
5/7/2018,Beef and Broccoli,19,8,0,145,4.222222222,66860.94444,16,10,0,152,14,8,0,104,13,16,0,204,0,0
5/7/2018,Beef and Broccoli Stir Fry,7,10,0,71,40.28571429,42960.42857,15,10,0,150,10,10,1,89,11,10,1,102,0,0
5/7/2018,Beef and Squash Kabob,39,8,0,353,4.4,54378.91429,43,7,0,367,37,8,0,335,28,8,0,255,0,0
5/7/2018,Chicken and Onion Kabob,44,10,0,482,3.825,37641.375,45,10,0,508,31,10,0,348,41,10,0,459,0,0
5/7/2018,Chutney,11,2,0,28,3.909090909,63756.36364,10,2,0,32,10,2,0,27,19,2,0,80,0,0
5/7/2018,Coconut and Beef Vindaloo,7,4,0,28,5.6,60013.2,6,4,0,21,8,4,1,27,13,4,0,50,0,0
5/7/2018,Fountain Drink,49,2,0,98,4.545454545,39575.24242,28,2,0,55,27,2,0,51,32,2,0,61,0,0
5/7/2018,Lamb and Veggie Kabob,11,8,0,103,4,27481.45455,11,8,2,83,9,8,0,80,5,8,0,45,0,0
5/7/2018,Lamb Chops,11,8,1,77,6.636363636,54701.18182,15,10,1,142,21,8,1,158,9,12,0,105,0,0
5/7/2018,Naan,23,2,0,61,4.826086957,39286.52174,16,2,0,44,15,2,0,38,21,2,0,70,0,0
5/7/2018,Rice,16,2,0,40,2.666666667,53517,17,2,0,44,16,2,0,36,14,2,0,36,0,0
5/7/2018,Salmon and Wheat Bran Salad,81,14,1,1034,5.569620253,45714.40506,82,13,0,1015,83,12,1,910,78,15,1,1089,0,0
5/7/2018,Yogurt,41,3,0,176,3.756756757,48769.32432,33,3,0,129,30,3,0,118,28,3,0,123,0,0
6/7/2018,Aubergine and Chickpea Vindaloo,8,4,0,28,1.285714286,85717.42857,9,4,0,32,9,4,0,32,8,4,0,27,4,1
6/7/2018,Beef and Apple Burgers,34,11,1,328,2.264705882,61914.44118,41,13,1,493,43,10,1,379,40,11,1,397,4,1
6/7/2018,Beef and Broccoli,30,8,0,235,3.896551724,69042.82759,33,8,1,303,23,8,0,177,22,24,0,534,4,1
6/7/2018,Beef and Broccoli Stir Fry,23,10,0,226,15.65,70077.35,21,10,0,210,8,10,0,84,8,10,0,79,4,1
6/7/2018,Beef and Squash Kabob,33,8,1,277,2.571428571,57241.39286,41,7,0,347,41,8,1,360,48,8,0,441,4,1
6/7/2018,Chicken and Onion Kabob,55,10,1,573,2.294117647,68698.45098,48,10,0,523,68,10,0,746,66,10,0,720,4,1
6/7/2018,Chutney,24,2,0,70,1.428571429,76327.71429,16,2,0,33,12,2,0,34,29,2,0,107,4,1
6/7/2018,Coconut and Beef Vindaloo,14,4,0,54,1.5,80097.4,6,4,0,21,11,4,0,44,10,4,0,36,4,1
6/7/2018,Fountain Drink,57,2,0,110,2.243243243,59535.05405,54,2,0,107,44,2,0,88,52,2,0,99,4,1
6/7/2018,Lamb and Veggie Kabob,7,8,2,52,1.833333333,66672.16667,21,8,0,190,8,8,1,66,12,8,1,105,4,1
6/7/2018,Lamb Chops,27,9,0,239,1.814814815,66812.14815,24,8,1,170,20,7,1,126,32,8,1,228,4,1
6/7/2018,Naan,20,2,0,50,1.35,75104.7,19,2,0,53,31,2,0,84,27,2,0,109,4,1
6/7/2018,Rice,26,2,0,56,2.4,68085.52,19,2,0,55,16,2,0,44,17,2,0,47,4,1
6/7/2018,Salmon and Wheat Bran Salad,106,13,1,1328,3.346153846,55891.92308,114,13,1,1408,94,13,0,1210,113,15,0,1644,4,1
6/7/2018,Yogurt,52,3,0,218,1.979591837,63349.87755,41,3,0,144,34,3,0,155,36,3,0,154,4,1
7/7/2018,Aubergine and Chickpea Vindaloo,7,4,0,24,4.333333333,66698.66667,10,4,0,35,2,4,0,7,11,4,0,38,41,2
7/7/2018,Beef and Apple Burgers,29,12,1,322,3.793103448,72458.41379,46,10,2,385,44,10,1,384,35,14,1,460,41,2
7/7/2018,Beef and Broccoli,17,8,0,129,1.941176471,64744.11765,14,10,0,143,25,9,0,218,23,10,1,203,41,2
7/7/2018,Beef and Broccoli Stir Fry,15,10,0,153,3.733333333,53420.26667,21,10,0,205,20,10,0,204,16,10,0,161,41,2
7/7/2018,Beef and Squash Kabob,36,8,0,334,9.75,58492.16667,49,7,1,393,38,7,0,315,34,8,1,302,41,2
7/7/2018,Chicken and Onion Kabob,61,10,0,687,2.176470588,70695.31373,50,10,0,552,84,10,0,922,44,10,0,491,41,2
7/7/2018,Chutney,16,2,0,50,18.8125,68832.6875,12,2,0,23,23,2,0,49,22,2,0,57,41,2
7/7/2018,Coconut and Beef Vindaloo,12,4,0,48,2.3,70113.6,8,4,2,18,5,4,0,19,11,4,0,44,41,2
7/7/2018,Fountain Drink,34,2,0,65,4.181818182,59172.31818,32,2,0,64,56,2,0,111,46,2,0,92,41,2
7/7/2018,Lamb and Veggie Kabob,10,8,0,99,1.75,50101.75,7,8,3,48,12,7,0,92,12,8,0,117,41,2
7/7/2018,Lamb Chops,10,9,0,81,2.4,60164.2,19,8,1,134,15,10,0,154,17,8,0,133,41,2
7/7/2018,Naan,24,2,0,66,2.125,75026,26,2,0,60,31,2,0,66,29,2,0,95,41,2
7/7/2018,Rice,14,2,0,38,1.142857143,85727.64286,23,2,0,53,18,2,0,40,24,2,0,67,41,2
7/7/2018,Salmon and Wheat Bran Salad,64,13,0,822,3.375,64135.90625,84,14,0,1184,107,14,0,1457,102,15,0,1567,41,2
7/7/2018,Yogurt,37,3,0,151,3.451612903,64571.87097,35,3,0,137,43,3,0,165,42,3,0,202,41,2
9/7/2018,Aubergine and Chickpea Vindaloo,9,4,0,28,2.375,37621.375,3,4,0,10,7,4,0,22,12,4,0,42,0,0
9/7/2018,Beef and Apple Burgers,27,11,2,254,2.259259259,66787.2963,36,11,1,360,26,9,0,213,29,16,1,427,0,0
9/7/2018,Beef and Broccoli,14,16,0,231,3.428571429,50310.35714,12,16,6,109,13,9,0,114,11,22,0,246,0,0
9/7/2018,Beef and Broccoli Stir Fry,15,10,0,154,1.333333333,73376.13333,12,10,0,120,15,10,0,151,14,10,1,134,0,0
9/7/2018,Beef and Squash Kabob,23,8,0,213,6.391304348,43608.04348,20,7,0,167,36,8,0,322,23,8,0,212,0,0
9/7/2018,Chicken and Onion Kabob,23,10,1,248,5.173913043,30521.17391,55,10,0,598,41,10,0,465,44,10,1,466,0,0
9/7/2018,Chutney,5,2,0,9,5,60006.2,6,2,0,16,11,2,0,32,10,2,0,26,0,0
9/7/2018,Coconut and Beef Vindaloo,10,4,0,40,4.222222222,33570.88889,5,4,1,14,9,4,0,32,3,4,0,12,0,0
9/7/2018,Fountain Drink,40,2,0,78,4.655172414,48431.2069,25,2,0,48,32,2,0,64,45,2,0,90,0,0
9/7/2018,Lamb and Veggie Kabob,9,8,0,84,3.444444444,44521.77778,10,8,2,71,10,8,1,86,6,8,1,44,0,0
9/7/2018,Lamb Chops,11,7,0,78,3,54631.36364,11,12,8,48,13,10,0,122,15,7,0,112,0,0
9/7/2018,Naan,15,2,0,47,4.416666667,58486.5,15,2,0,31,16,2,0,44,16,2,0,46,0,0
9/7/2018,Rice,16,2,0,43,3.5,57246.07143,12,2,0,31,10,2,0,23,17,2,0,46,0,0
9/7/2018,Salmon and Wheat Bran Salad,54,13,0,662,4.333333333,46458.22222,58,13,2,617,58,13,1,704,66,13,0,832,0,0
9/7/2018,Yogurt,17,3,0,67,2.352941176,64746.17647,27,3,0,87,29,3,0,107,28,3,0,117,0,0
10/7/2018,Aubergine and Chickpea Vindaloo,7,4,0,24,1.857142857,71470.14286,8,4,0,28,10,4,0,35,12,4,0,42,0,0
10/7/2018,Beef and Apple Burgers,30,10,1,276,14.53333333,53369.46667,35,11,1,328,29,14,3,320,27,15,2,336,0,0
10/7/2018,Beef and Broccoli,14,8,0,118,2.785714286,64337.28571,17,17,9,124,19,8,0,141,22,12,0,259,0,0
10/7/2018,Beef and Broccoli Stir Fry,22,10,0,224,2.19047619,76200.57143,11,10,0,110,16,10,0,163,12,10,1,114,0,0
10/7/2018,Beef and Squash Kabob,27,8,0,254,3.538461538,65422.84615,24,7,0,198,29,8,0,258,34,8,0,314,0,0
10/7/2018,Chicken and Onion Kabob,25,10,0,279,2.130434783,60972.08696,29,10,0,315,33,10,1,355,61,10,0,680,0,0
10/7/2018,Chutney,16,2,0,36,2.3125,50134.5625,15,2,0,34,13,2,0,29,17,2,0,66,0,0
10/7/2018,Coconut and Beef Vindaloo,9,4,0,36,2.875,62653.875,18,4,0,63,12,4,0,46,14,4,3,32,0,0
10/7/2018,Fountain Drink,44,2,0,88,3.333333333,48591.30303,45,2,0,85,44,2,0,86,49,2,0,89,0,0
10/7/2018,Lamb and Veggie Kabob,11,8,1,94,4,54569.54545,7,8,4,38,7,8,1,56,7,8,0,71,0,0
10/7/2018,Lamb Chops,14,6,0,86,1.642857143,64445.57143,13,9,0,122,19,9,2,129,14,10,0,147,0,0
10/7/2018,Naan,17,2,0,34,2.866666667,60059.73333,20,2,0,50,19,2,0,43,27,2,0,75,0,0
10/7/2018,Rice,12,2,0,28,1.6,60167.5,17,2,0,47,11,2,0,27,14,2,0,38,0,0
10/7/2018,Salmon and Wheat Bran Salad,81,12,0,949,4.234567901,48279.40741,76,12,1,879,79,12,1,903,80,15,1,1059,0,0
10/7/2018,Yogurt,24,3,0,88,7.875,62581.66667,40,3,0,154,31,3,0,112,39,3,0,154,0,0
11/7/2018,Aubergine and Chickpea Vindaloo,3,4,0,10,1.333333333,66936.33333,18,4,0,63,4,4,1,10,20,4,0,70,1,1
11/7/2018,Beef and Apple Burgers,26,13,1,309,4.423076923,65434.84615,33,12,1,354,36,8,1,246,41,16,2,593,1,1
11/7/2018,Beef and Broccoli,13,7,0,80,1.538461538,77049,13,13,0,162,19,8,0,154,30,23,6,448,1,1
11/7/2018,Beef and Broccoli Stir Fry,7,10,0,72,4.285714286,170.5714286,14,10,0,141,9,10,0,90,21,10,1,198,1,1
11/7/2018,Beef and Squash Kabob,32,8,0,294,3.516129032,64652.6129,32,7,2,219,36,7,0,278,55,8,0,508,1,1
11/7/2018,Chicken and Onion Kabob,52,10,0,576,1.975609756,56253.5122,61,10,0,669,34,10,1,347,49,9,0,519,1,1
11/7/2018,Chutney,8,2,0,14,3.375,12832.375,18,2,0,49,15,2,0,36,27,2,0,138,1,1
11/7/2018,Coconut and Beef Vindaloo,13,4,0,50,2.181818182,54710.72727,14,4,0,48,9,4,0,35,11,4,0,44,1,1
11/7/2018,Fountain Drink,41,2,0,81,2.565217391,52318.65217,38,2,0,76,40,2,0,79,35,2,0,66,1,1
11/7/2018,Lamb and Veggie Kabob,21,8,0,194,1.75,65207.95,9,8,1,75,14,8,0,136,9,8,0,83,1,1
11/7/2018,Lamb Chops,24,7,0,168,8.041666667,66736.41667,20,9,0,178,15,6,0,86,24,22,0,427,1,1
11/7/2018,Naan,24,2,0,49,3.347826087,52290.26087,17,2,0,40,23,2,0,54,17,2,0,62,1,1
11/7/2018,Rice,5,2,0,12,2,80067.6,19,2,0,54,12,2,0,27,23,2,0,86,1,1
11/7/2018,Salmon and Wheat Bran Salad,59,12,1,671,5.847457627,49246.94915,93,14,1,1212,90,12,0,1097,104,23,2,2115,1,1
11/7/2018,Yogurt,33,3,0,122,2.774193548,58202.22581,39,3,0,157,29,3,0,104,44,3,0,219,1,1
12/7/2018,Aubergine and Chickpea Vindaloo,18,4,1,57,3.9,60072.7,10,4,0,35,4,4,0,14,10,4,0,35,0,0
12/7/2018,Beef and Apple Burgers,37,13,1,432,3.457142857,51514.28571,39,10,1,376,31,9,1,268,47,10,2,370,0,0
12/7/2018,Beef and Broccoli,20,7,1,135,1.266666667,80027.93333,21,10,0,227,14,12,0,174,19,8,0,145,0,0
12/7/2018,Beef and Broccoli Stir Fry,14,10,0,144,3.4,50083.3,10,10,0,100,10,10,0,101,7,10,0,71,0,0
12/7/2018,Beef and Squash Kabob,20,8,0,181,4.9,50069.55,50,7,0,411,19,8,1,161,39,8,0,353,0,0
12/7/2018,Chicken and Onion Kabob,45,10,0,502,6.333333333,33430.7619,56,10,1,591,46,10,0,497,44,10,0,482,0,0
12/7/2018,Chutney,23,2,0,77,3.476190476,47715.38095,9,2,0,38,13,2,0,34,11,2,0,28,0,0
12/7/2018,Coconut and Beef Vindaloo,9,4,0,32,4.444444444,44485.11111,14,4,0,46,10,4,0,39,7,4,0,28,0,0
12/7/2018,Fountain Drink,42,2,0,79,3.384615385,46265.80769,37,2,0,73,46,2,0,90,49,2,0,98,0,0
12/7/2018,Lamb and Veggie Kabob,12,8,0,112,3.25,33564.75,13,8,1,115,15,8,1,134,11,8,0,103,0,0
12/7/2018,Lamb Chops,20,7,1,113,2.3,40144.05,18,9,0,154,18,8,0,131,11,8,1,77,0,0
12/7/2018,Naan,17,2,0,42,3.411764706,53053.23529,24,2,0,49,26,2,0,63,23,2,0,61,0,0
12/7/2018,Rice,16,2,0,34,2.8125,62571.1875,15,2,0,40,18,2,0,46,16,2,0,40,0,0
12/7/2018,Salmon and Wheat Bran Salad,78,12,0,910,3.578947368,43545.17105,89,13,0,1138,88,14,0,1166,81,14,1,1034,0,0
12/7/2018,Yogurt,34,3,0,103,2.970588235,47145.79412,31,3,0,128,42,3,0,202,41,3,0,176,0,0
13/7/2018,Aubergine and Chickpea Vindaloo,7,4,0,24,1.285714286,85766.42857,7,4,0,21,15,4,0,52,8,4,0,28,59,1
13/7/2018,Beef and Apple Burgers,31,10,0,290,6.548387097,58282.03226,37,9,1,310,31,14,1,394,34,11,1,328,59,1
13/7/2018,Beef and Broccoli,41,7,0,301,10.47619048,71474.7619,31,9,1,244,23,8,0,191,30,8,0,235,59,1
13/7/2018,Beef and Broccoli Stir Fry,19,10,1,172,1.789473684,78955.15789,17,10,0,170,26,10,0,266,23,10,0,226,59,1
13/7/2018,Beef and Squash Kabob,53,8,0,491,2.25,73112.42308,36,7,0,308,66,8,0,614,33,8,1,277,59,1
13/7/2018,Chicken and Onion Kabob,84,10,0,927,10.51388889,65326.51389,66,10,0,728,53,10,0,576,55,10,1,573,59,1
13/7/2018,Chutney,21,2,0,74,2.166666667,66685.11111,22,2,0,44,24,2,0,60,24,2,0,70,59,1
13/7/2018,Coconut and Beef Vindaloo,14,4,0,56,3.153846154,46321.23077,13,4,0,46,18,4,0,69,14,4,0,54,59,1
13/7/2018,Fountain Drink,38,2,0,71,10.96296296,55679.48148,65,2,0,129,48,2,0,95,57,2,0,110,59,1
13/7/2018,Lamb and Veggie Kabob,17,8,1,145,6.411764706,64738.47059,21,8,1,175,5,8,0,45,7,8,2,52,59,1
13/7/2018,Lamb Chops,32,6,0,221,13,55110.8,29,8,0,212,26,7,0,169,27,9,0,239,59,1
13/7/2018,Naan,20,2,0,45,11.55,65076.05,23,2,0,56,20,2,0,44,20,2,0,50,59,1
13/7/2018,Rice,16,2,0,54,1.928571429,71554,28,2,0,72,23,2,0,50,26,2,0,56,59,1
13/7/2018,Salmon and Wheat Bran Salad,96,12,0,1069,7.16091954,59872.37931,122,12,1,1431,143,12,0,1731,106,13,1,1328,59,1
13/7/2018,Yogurt,36,3,0,150,8.1875,75015.21875,51,3,0,176,39,3,0,147,52,3,0,218,59,1
14/7/2018,Aubergine and Chickpea Vindaloo,10,4,0,35,2.625,37759.25,12,4,0,42,21,4,0,74,7,4,0,24,0,0
14/7/2018,Beef and Apple Burgers,25,19,1,450,14.16,76002.4,45,11,1,474,27,17,3,391,29,12,1,322,0,0
14/7/2018,Beef and Broccoli,18,16,0,278,4.222222222,50115.11111,33,8,6,179,19,19,0,355,17,8,0,129,0,0
14/7/2018,Beef and Broccoli Stir Fry,9,10,0,93,5.666666667,66706.66667,11,10,0,111,12,10,1,112,15,10,0,153,0,0
14/7/2018,Beef and Squash Kabob,34,8,0,319,10.85294118,58876.08824,48,7,0,414,36,8,0,332,36,8,0,334,0,0
14/7/2018,Chicken and Onion Kabob,41,10,0,453,8.634146341,68345.14634,71,10,0,784,70,10,0,774,61,10,0,687,0,0
14/7/2018,Chutney,11,2,0,30,1.545454545,90952.09091,78,2,5,62,19,2,0,74,16,2,0,50,0,0
14/7/2018,Coconut and Beef Vindaloo,7,4,0,28,8.714285714,57268.28571,18,4,0,63,9,4,0,35,12,4,0,48,0,0
14/7/2018,Fountain Drink,29,2,0,58,2.380952381,47756.09524,44,2,0,86,39,2,0,78,34,2,0,65,0,0
14/7/2018,Lamb and Veggie Kabob,8,8,0,76,1.625,62700.75,18,8,1,149,10,8,1,88,10,8,0,99,0,0
14/7/2018,Lamb Chops,31,10,0,298,3.612903226,45325.80645,29,11,3,265,17,15,0,248,10,9,0,81,0,0
14/7/2018,Naan,23,2,0,59,2.590909091,68284.90909,79,2,4,76,28,2,0,82,24,2,0,66,0,0
14/7/2018,Rice,20,2,0,50,2.842105263,58032.36842,15,2,0,50,25,2,0,86,14,2,0,38,0,0
14/7/2018,Salmon and Wheat Bran Salad,70,15,0,1070,7.31884058,46535.04348,108,14,3,1368,105,16,0,1619,64,13,0,822,0,0
14/7/2018,Yogurt,29,3,0,145,2.4,60117.8,46,3,0,189,54,3,0,226,37,3,0,151,0,0
16/7/2018,Aubergine and Chickpea Vindaloo,28,4,0,98,3.130434783,61002.65217,6,4,1,16,4,4,0,14,9,4,0,28,0,0
16/7/2018,Beef and Apple Burgers,43,14,1,526,7.88372093,83760.95349,30,12,1,347,21,9,1,175,27,11,2,254,0,0
16/7/2018,Beef and Broccoli,21,11,1,210,1.523809524,76245.52381,19,10,0,187,11,10,0,107,14,16,0,231,0,0
16/7/2018,Beef and Broccoli Stir Fry,13,10,0,133,3.75,25112.91667,15,10,1,140,13,10,0,129,15,10,0,154,0,0
16/7/2018,Beef and Squash Kabob,49,8,0,454,1.930232558,72190.39535,37,7,1,297,29,7,0,232,23,8,0,213,0,0
16/7/2018,Chicken and Onion Kabob,53,9,0,557,2.551020408,55149.77551,48,10,1,492,57,9,0,585,23,10,1,248,0,0
16/7/2018,Chutney,21,2,0,52,2.263157895,63318.78947,11,2,0,38,13,2,0,32,5,2,0,9,0,0
16/7/2018,Coconut and Beef Vindaloo,10,4,0,38,7.75,50226,5,4,0,18,7,4,0,26,10,4,0,40,0,0
16/7/2018,Fountain Drink,52,2,0,96,2.638888889,55688.47222,43,2,0,86,37,2,0,71,40,2,0,78,0,0
16/7/2018,Lamb and Veggie Kabob,19,8,1,171,1.631578947,63259.78947,15,8,1,132,9,8,1,77,9,8,0,84,0,0
16/7/2018,Lamb Chops,20,8,0,144,8.05,55126.7,16,8,0,125,16,9,0,140,11,7,0,78,0,0
16/7/2018,Naan,39,2,0,84,2.948717949,51388.69231,24,2,0,64,11,2,0,24,15,2,0,47,0,0
16/7/2018,Rice,25,2,0,79,2.04,68099.76,14,2,0,32,15,2,0,39,16,2,0,43,0,0
